品牌,型号,受欢迎度,CADR 灰尘(m3/h),AHAM认证,最小功率(W),最大功率(W),最小噪音(dB),最大噪音(dB),产地,重量(kg),价格,最大风量,风档,睡眠模式,支持遥控,支持定时,空气质量显示,滤网更新提醒,耗材名称；耗材型号；价格,网址,净化器类型,评测
飞利浦,AC4086,5.4,270,FALSE,,50,34,59,中国,12.4,"3,888",,4,FALSE,FALSE,TRUE,TRUE,TRUE,"活性炭过滤网；AC4143；199
HEPA过滤网；AC4144；209
多功能过滤网；AC4141；258
加湿滤网；AC4148；229
软水器；AC4149；68","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.6g98rH&id=13149412459&rn=9465f574e06cd4457c17d1844cd7d3ee
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.OsNLbM&id=12816195932&rn=4a5dce68459bb6c608a10a69608cfc0a
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.Dv3EGf&id=12938588998&rn=2fbed1c252a6713db5cd226f775b3083
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.45.zSC1yB&id=21463816278&areaId=211200&cat_id=2&rn=1161e43b6371987d35de675e9450c318&user_id=720795394&is_b=1
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.0pLcsX&id=16265344002&rn=337e7aa5c9c9badfaabc1a6980ebb718",,
飞利浦,AC4090,4.9,360,FALSE,,50,35,57,韩国,14,"4,999",,4,FALSE,TRUE,TRUE,TRUE,TRUE,"活性炭过滤网；AC4183；368
HEPA过滤网；AC4184；289
多重防护过滤网；AC4181；368","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.51KfNQ&id=16265768303&rn=dfa5945c705bfa21206bf2f2eecc9736
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.9.44dj2p&id=35794100770&areaId=211200&cat_id=2&rn=c29271cd9db164e9844a3d77acd6acfd&user_id=720795394&is_b=1
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.AwLThR&id=16265320650&rn=e3277f224664e8f7de749452449e8baa",,
飞利浦,AC4091,9.4,340,FALSE,,51,37,58,韩国,12,"4,499",340,4,TRUE,FALSE,TRUE,TRUE,TRUE,去甲醛滤网；AC4187；998,http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.7iqTmM&id=15866936217&rn=264c1612798148227e837dd23f429809,,
飞利浦,AC4092,3,,,,70,,,韩国,11,,,,,,,,,"活性炭过滤网；AC4183；368
HEPA过滤网；AC4184；289
多功能过滤网；AC4181；368","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.51KfNQ&id=16265768303&rn=dfa5945c705bfa21206bf2f2eecc9736
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.9.44dj2p&id=35794100770&areaId=211200&cat_id=2&rn=c29271cd9db164e9844a3d77acd6acfd&user_id=720795394&is_b=1
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.AwLThR&id=16265320650&rn=e3277f224664e8f7de749452449e8baa",,
飞利浦,AC4096,3,,,,80,,,韩国,12,,,,,,,,,去甲醛滤网；AC4187；998,http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.7iqTmM&id=15866936217&rn=264c1612798148227e837dd23f429809,,
飞利浦,AC4372,7.7,341,FALSE,,48,,38,韩国,10.14,"3,398",150,6,FALSE,FALSE,TRUE,TRUE,TRUE,"活性炭过滤网；AC4153；325
HEPA过滤网；AC4154；325
多重防护过滤网；AC4151；339","http://detail.tmall.com/item.htm?spm=a1z10.5.w4011-2605056604.25.oqQa8m&id=39911620022&rn=fcd9a3b7012b7e5aa5a8bce4c3161385
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.FXaYVl&id=39899461374&rn=8d7c4807cc4d137c8aca4ce2d09bdcf3
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.5xxDYd&id=39880338072&rn=8ba49efff251a17ebc8a99d06824d380",,
飞利浦,AC4374,6.5,345,FALSE,,52,,35,韩国,7.45,,400,,TRUE,,TRUE,TRUE,TRUE,多重防护过滤网；AC4138；639,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.15.0kSqte&id=37540100425&areaId=211200&cat_id=2&rn=68b5855ba04c32a29c6e29891067711b&user_id=720795394&is_b=1,,
飞利浦,ACA201,1.9,,,,8,,,,0.7,"1,999",,,FALSE,FALSE,FALSE,FALSE,FALSE, FIL301ACA；129,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.Flfp1z&id=19440991094&areaId=211200&cat_id=2&rn=1c310632b1da2b7fe4ddd6cce0d8d8e6&user_id=352515099&is_b=1,,
飞利浦,ACA301,2.9,15,FALSE,,8,,40,中国,0.77,"1,325",,3,FALSE,FALSE,FALSE,TRUE,TRUE, FIL301ACA；129,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.Flfp1z&id=19440991094&areaId=211200&cat_id=2&rn=1c310632b1da2b7fe4ddd6cce0d8d8e6&user_id=352515099&is_b=1,,
飞利浦,ACP007,5,165,FALSE,,40,,,中国,6.9,"3,676.4",,,TRUE,,TRUE,,TRUE,复合多效净化滤网；AC4168；519,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.9.1domER&id=39134073122&areaId=211200&cat_id=2&rn=ecd9af678fef4db7c2c87c137c69392c&user_id=720795394&is_b=1,,
飞利浦,ACP017,3,274,FALSE,,30,,,中国,8.3,,,,,,,,,去甲醛滤网；AC4147；599,http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.Q15Goc&id=14575211666&rn=bac1e9263614599830012302d0393616,,
飞利浦,ACP027,3,153,FALSE,,30,39,54,中国,6,,,,,,,,,去甲醛滤网；AC4127；399,http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.VK8tlw&id=14575487170&rn=7c3d82922e927ab528c13540d3e14dd7,,
飞利浦,ACP073,5.8,309,FALSE,,47,,,韩国,9.2,"2,799",150,,TRUE,,FALSE,TRUE,TRUE,"活性炭过滤网；AC4143；199
HEPA过滤网；AC4144；209
多功能过滤网；AC4141；258","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.6g98rH&id=13149412459&rn=9465f574e06cd4457c17d1844cd7d3ee
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.OsNLbM&id=12816195932&rn=4a5dce68459bb6c608a10a69608cfc0a
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.Dv3EGf&id=12938588998&rn=2fbed1c252a6713db5cd226f775b3083",,
飞利浦,ACP077,5.8,302,FALSE,,47,,,韩国,10.3,,,,TRUE,,TRUE,TRUE,TRUE,去甲醛滤网；AC4147；599,http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.6EwCr1&id=14575211666&rn=c2cc42b61e1f802cfd15024633045c77,,
飞利浦,ACP087,4.8,292,FALSE,,50,,,中国,12.8,,0,,TRUE,,TRUE,FALSE,TRUE,"甲醛过滤网；AC4157；
加湿滤网；AC4148；229
软水器；AC4149；68","——
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.45.zSC1yB&id=21463816278&areaId=211200&cat_id=2&rn=1161e43b6371987d35de675e9450c318&user_id=720795394&is_b=1
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.Xid1Ck&id=16265344002&rn=635bbdc52a9828063eb84ee170f817da",,
飞利浦,ACP097,3,,,,80,,,韩国,12,,,,,,,,,去甲醛滤网；AC4187；998,http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.ii5xGT&id=15866936217&rn=3f20f3be6dd6f3dc55ba4621fd1b543b,,
飞利浦,CP100,1.9,,,,3,,,,0.616,749,,2,FALSE,FALSE,FALSE,FALSE,TRUE,——无产品,,,
龙禹,FKJ1000,3,1000,FALSE,,,,,,35,,,,,,,,,——无产品,,,
