品牌,型号,CADR 灰尘(m3/h),CADR 花粉,CADR 烟雾,高度(mm),宽度(mm),深度(mm),重量(kg),颜色,最小噪音(dB),最大噪音(dB),最小功率(W),最大功率(W),最大风量,材料,原产地,滤网寿命,滤网材料,滤网更新提醒,支持睡眠模式,支持遥控,支持定时,空气质量显示,风档,图片,数据来源
伊莱克斯,EAC203,,,,,,,5.0,,,,,40.0,,ABS,韩国,,,,,,,true,,http://img13.360buyimg.com/n1/g16/M00/01/15/rBEbRVNrSP4IAAAAAAGnuUDffmwAAAU7AH4Bi8AAafR588.jpg,http://item.jd.com/997728.html
伊莱克斯,EAC203,,,,480,350,231,,,,,,40,,,,,,,true,,,,4,http://2f.zol-img.com.cn/product/131_160x120/699/ceUArMkqpEUCI.jpg,http://detail.zol.com.cn//377/376191/param.shtml
伊莱克斯,EAC303,222.0,,,550,414,265,6.1,,,,,,-1,,,-1,,,,,,,-1,http://www.electrolux.com.cn/Additions/ImageResize/ImageExternal.aspx?src=http%3a%2f%2fwww.electrolux.im%2fproducts%2fXMLLARGERIMAGE%2fEAC303-L.png&width=700&height=700&interpolation=HighQualityBicubic&forcejpeg=true,http://www.electrolux.com.cn/Products/%e5%b1%85%e5%ae%a4/%e7%a9%ba%e6%b0%94%e5%87%80%e5%8c%96%e5%99%a8/EAC303
伊莱克斯,EAC303,,,,414,265,550,6.1,白色,,,,60,7,,韩国,12.0,HEPA滤网,有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010463/000000000104632621/fullimage/000000000104632621_1.jpg,http://product.suning.com/104632621.html
伊莱克斯,EAC303,,,,,,,6.1,,,,,60.0,,ABS,韩国,,,,,,,,,http://img14.360buyimg.com/n1/g16/M00/01/15/rBEbRlNrSNYIAAAAAAGmKFKMkq0AAAU6AKCmVgAAaZA289.jpg,http://item.jd.com/997724.html
伊莱克斯,EAC303,,,,605,460,315,,,,26,,,,,,,,,true,,,,4,http://2b.zol-img.com.cn/product/131_160x120/863/ceL7MQjg7nLpA.jpg,http://detail.zol.com.cn//377/376205/param.shtml
伊莱克斯,EAC403,579.0,,,650,480,299,8.5,,,,,,-1,,,-1,,,,,,,-1,http://www.electrolux.com.cn/Additions/ImageResize/ImageExternal.aspx?src=http%3a%2f%2fwww.electrolux.im%2fproducts%2fXMLLARGERIMAGE%2fEAC403-L.png&width=700&height=700&interpolation=HighQualityBicubic&forcejpeg=true,http://www.electrolux.com.cn/Products/%e5%b1%85%e5%ae%a4/%e7%a9%ba%e6%b0%94%e5%87%80%e5%8c%96%e5%99%a8/EAC403
伊莱克斯,EAC403,,,,480,299,650,8.5,白色,,,,110,,,韩国,12.0,HEPA滤网,有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010463/000000000104632622/fullimage/000000000104632622_1.jpg,http://product.suning.com/104632622.html
伊莱克斯,EAC403,,,,650,480,299,8.5,白色,,,,220,,,韩国,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010805/000000000108059909/fullimage/000000000108059909_1.jpg,http://product.suning.com/108059909.html
伊莱克斯,EAC403,,,,,,,8.5,,,,,110.0,,ABS,韩国,,,,,,,,,http://img10.360buyimg.com/n1/g16/M00/01/15/rBEbRlNrSOwIAAAAAAGnuUDffmwAAAU6gIJLecAAafR324.jpg,http://item.jd.com/997725.html
伊莱克斯,EAC403,,,,705,530,350,,,,,,110,,,,,,,true,,,,4,http://2d.zol-img.com.cn/product/131_160x120/991/ce6Z53H6yLQ.jpg,http://detail.zol.com.cn//377/376211/param.shtml
伊莱克斯,EHF7000,,,,,,,6.4,金色,,,,,,,韩国,,,不支持,true,,,,,http://img13.360buyimg.com/n1/g13/M09/00/18/rBEhU1NnOE0IAAAAAAKNjruv80sAAM3GgO5roUAAo2m821.jpg,http://item.jd.com/818588.html
伊莱克斯,EHF7000,,,,420,250,370,6.4,,,,,,-1,,,-1,,,,,,,-1,http://www.electrolux.com.cn/Additions/ImageResize/ImageExternal.aspx?src=http%3a%2f%2fwww.electrolux.im%2fproducts%2fXMLLARGERIMAGE%2fEHF7000-L-CN.png&width=700&height=700&interpolation=HighQualityBicubic&forcejpeg=true,http://www.electrolux.com.cn/Products/%e5%b1%85%e5%ae%a4/%e7%a9%ba%e6%b0%94%e5%87%80%e5%8c%96%e5%99%a8/EHF7000
伊莱克斯,EHF7000,,,,370,250,420,8.14,金色,,,,330,,,韩国,1.0,HEPA滤网,有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010352/000000000103522437/fullimage/000000000103522437_1.jpg,http://product.suning.com/103522437.html
伊莱克斯,Z9000-S,,,,,,,6.9,白色,,,,37,,,广东佛山,12.0,"HEPA滤网,活性炭滤网",有,不支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010983/000000000109838679/fullimage/000000000109838679_1.jpg,http://product.suning.com/109838679.html
伊莱克斯,Z9001,,,,,,,6.9,香槟色,,45.0,,40.0,,ABS,中国广东,,,支持,true,true,,true,,http://img14.360buyimg.com/n1/g16/M00/02/0A/rBEbRlNsMO8IAAAAAAGZHkQUhJ8AAAdKQHHC80AAZk2842.jpg,http://item.jd.com/894864.html
伊莱克斯,Z9123,,,,,,,7.0,白色,,,,78.0,,ABS,韩国,,,支持,true,,,true,,http://img12.360buyimg.com/n1/g16/M00/00/11/rBEbRVNp_l4IAAAAAAOKzPhUl9QAAAGzgJdL4kAA4rk148.jpg,http://item.jd.com/549457.html
伊莱克斯,Z9123,,,,605,480,249,7,白色,,,,78,385,ABS塑料,,,,,true,,,,三,http://2d.zol-img.com.cn/product/83_160x120/901/ceXTBZgDQ2tbg.jpg,http://detail.zol.com.cn//319/318226/param.shtml
伊莱克斯,Z9123,,,,550,420,210,7.2,,,,,,-1,,,-1,,,,,,,-1,http://www.electrolux.com.cn/Additions/ImageResize/ImageExternal.aspx?src=http%3a%2f%2fwww.electrolux.im%2fproducts%2fXMLLARGERIMAGE%2fZ9123-L-CN.png&width=700&height=700&interpolation=HighQualityBicubic&forcejpeg=true,http://www.electrolux.com.cn/Products/%e5%b1%85%e5%ae%a4/%e7%a9%ba%e6%b0%94%e5%87%80%e5%8c%96%e5%99%a8/Z9123
伊莱克斯,Z9124,,,,550,420,210,7,黑色,,,,78,,ABS塑料,,,HEPA,,true,,,,5,http://2d.zol-img.com.cn/product/83_160x120/891/ceSJruUj3geLo.jpg,http://detail.zol.com.cn//320/319005/param.shtml
伊莱克斯,Z9124,,,,550,420,210,7.2,,,,,,-1,,,-1,,,,,,,-1,http://www.electrolux.com.cn/Additions/ImageResize/ImageExternal.aspx?src=http%3a%2f%2fwww.electrolux.im%2fproducts%2fXMLLARGERIMAGE%2fZ9124-L.png&width=700&height=700&interpolation=HighQualityBicubic&forcejpeg=true,http://www.electrolux.com.cn/Products/%e5%b1%85%e5%ae%a4/%e7%a9%ba%e6%b0%94%e5%87%80%e5%8c%96%e5%99%a8/Z9124
伊莱克斯,Z9124,,,,475,240,600,,,,,,78,,,韩国,,,,,,,有,-1,http://image.suning.cn/content/catentries/00000000010518/000000000105189841/fullimage/000000000105189841_1.jpg,http://product.suning.com/105189841.html
伟士德,WKX3002,,,,,,,5.95,红色,,,,40,,,广东佛山,12.0,"HEPA滤网,活性炭滤网",无,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010731/000000000107314868/fullimage/000000000107314868_1.jpg,http://product.suning.com/107314868.html
伟士德,WKX3002,,,,,,,5.95,白色,,,,40,,,广东省佛山市,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010741/000000000107410292/fullimage/000000000107410292_1.jpg,http://product.suning.com/107410292.html
伟士德,WKX3003,,,,7,36,26,5.1,紫色,,,,40,,,广东佛山,12.0,活性炭滤网,无,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010731/000000000107312002/fullimage/000000000107312002_1.jpg,http://product.suning.com/107312002.html
佰利世,DCA/DCB,,,,22,8,36,1,白色,,,,0,0,,中国青岛,6.0,"HEPA滤网,活性炭滤网",有,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010783/000000000107830409/fullimage/000000000107830409_1.jpg,http://product.suning.com/107830409.html
佰利世,DCA300,,,,34,20,62,6.4,白色,,,,30,400,,中国青岛,6.0,"HEPA滤网,活性炭滤网",有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000010783/000000000107830007/fullimage/000000000107830007_1.jpg,http://product.suning.com/107830007.html
佰利世,DCA300,,,,34,20,62,6.4,金色,,,,30,400,,中国青岛,6.0,"HEPA滤网,活性炭滤网",有,支持,支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000010782/000000000107829910/fullimage/000000000107829910_1.jpg,http://product.suning.com/107829910.html
佰利世,DCB300,,,,34,22,63,6.6,白色,,,,25,400,,中国青岛,6.0,"HEPA滤网,活性炭滤网",有,支持,支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000010783/000000000107830282/fullimage/000000000107830282_1.jpg,http://product.suning.com/107830282.html
佰利世,DCB300,,,,34,20,63,6.6,金色,,,,25,400,,中国青岛,6.0,"HEPA滤网,活性炭滤网",有,支持,支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000010783/000000000107830270/fullimage/000000000107830270_1.jpg,http://product.suning.com/107830270.html
佳铭创,JMC-9079,,,,402,386,150,3.4,银色,,,,40,,,深圳,24.0,HEPA滤网,有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010846/000000000108467128/fullimage/000000000108467128_1.jpg,http://product.suning.com/108467128.html
佳铭创,JMC-JY70,,,,200,170,160,0.7,白色,,,,20,,,深圳,96.0,HEPA滤网,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010676/000000000106764455/fullimage/000000000106764455_1.jpg,http://product.suning.com/106764455.html
佳铭创,JMC-JY9079,,,,386,150,402,3.4,银色,,,,40,,,深圳,12.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010676/000000000106765197/fullimage/000000000106765197_1.jpg,http://product.suning.com/106765197.html
佳铭创,JMC-JY9088,,,,402,150,200,1.5,黑色,,,,12,,,深圳,60.0,HEPA滤网,有,不支持,不支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010836/000000000108366647/fullimage/000000000108366647_1.jpg,http://product.suning.com/108366647.html
佳铭创,JMC-JY9088,,,,200,150,402,1.5,黑色,,,,12,,,深圳,96.0,"HEPA滤网,活性炭滤网",无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010676/000000000106769397/fullimage/000000000106769397_1.jpg,http://product.suning.com/106769397.html
健雅莱,5182,,,,610,330,200,4.5,,,56,,37,200,,,,,,,,,,,http://2c.zol-img.com.cn/product/134_160x120/62/ceVsydGnECCM.jpg,http://detail.zol.com.cn//381/380707/param.shtml
兰山,TX-1322,,,,420,310,121,3.34,蓝色,,,,50,,,广东,24.0,HEPA滤网,无,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010683/000000000106832569/fullimage/000000000106832569_1.jpg,http://product.suning.com/106832569.html
兰山,tx-1328,,,,420,310,121,5,白色,,,,50,3,,广东,12.0,活性炭滤网,有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010895/000000000108955637/fullimage/000000000108955637_1.jpg,http://product.suning.com/108955637.html
兰山,tx1328,,,,,,,5,白色,,,,50,,,广东,12.0,活性炭滤网,有,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010641/000000000106412700/fullimage/000000000106412700_1.jpg,http://product.suning.com/106412700.html
净美仕,AT50,,,,90,110,80,0.26,,,10,,5,,,,,,,,,,,,http://2f.zol-img.com.cn/product/133_160x120/547/ceKVQzcu7uSkU.jpg,http://detail.zol.com.cn//381/380229/param.shtml
净美仕,H9,,,,,,,,灰色,,,,30,,,中国,,"HEPA滤网,活性炭滤网",有,支持,,,有,-1,http://image.suning.cn/content/catentries/00000000010592/000000000105920130/fullimage/000000000105920130_1.jpg,http://product.suning.com/105920130.html
净美仕,YL-6334E,,,,625,303,223,6.8,土豪金,,,,,400,ABS塑料,,,,,true,,true,true,,http://2d.zol-img.com.cn/product/133_160x120/407/ceixsd4tzRh8Q.jpg,http://detail.zol.com.cn//381/380224/param.shtml
净美仕,YL-6334E,,,,,,,,金色,,,,45,,,中国,,"HEPA滤网,活性炭滤网",有,,,,有,-1,http://image.suning.cn/content/catentries/00000000010595/000000000105951065/fullimage/000000000105951065_1.jpg,http://product.suning.com/105951065.html
净美仕,YL-7099H,,,,640,263,420,7.2,白色,,,,50,,,北京,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000012016/000000000120169809/fullimage/000000000120169809_1.jpg,http://product.suning.com/120169809.html
净馨宝,T812,,,,600,175,340,6,蓝色,,,,65,365,,深圳,12.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000012012/000000000120127621/fullimage/000000000120127621_1.jpg,http://product.suning.com/120127621.html
凝康肽[NKT],NKT-IA,,,,450,280,130,3.2,白色,,,,18,0,,中国北京,0.0,无,无,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000012045/000000000120459833/fullimage/000000000120459833_1.jpg,http://product.suning.com/120459833.html
凯仕乐,KSR-AP21,,,,515,320,210,6.5,土豪金,,,,30,100,,,,,,true,,,true,,http://2e.zol-img.com.cn/product/133_160x120/764/ceSTCJqHgy2rc.jpg,http://detail.zol.com.cn//381/380258/param.shtml
凯仕乐,KSR-AP26,,,,520,320,210,6.5,土豪金,,28,,30,100,,,,,,,,,,,http://2f.zol-img.com.cn/product/133_160x120/705/cedA0dKyKSZhc.jpg,http://detail.zol.com.cn//381/380254/param.shtml
凯仕达,K-JK5300D,,,,600,300,160,7,蓝色,,,,40,300,,中国,12.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010798/000000000107983092/fullimage/000000000107983092_1.jpg,http://product.suning.com/107983092.html
凯仕达,K-JK8200-S,,,,329,205,569,8,白色,,,,48,,,广州,12.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010795/000000000107955957/fullimage/000000000107955957_1.jpg,http://product.suning.com/107955957.html
凯易欧,Keyeon  K1V85,,,,645,320,199,8,乳白色,,30,,80,400,ABS,,,,,,,,,,http://2e.zol-img.com.cn/product/134_160x120/702/ceBYhnFjMidA.jpg,http://detail.zol.com.cn//381/380678/param.shtml
凯易欧,Keyeon  K520,,,,340,600,160,7,,,35,,45,360,,,,HEPA,,,,,,4,http://2a.zol-img.com.cn/product/134_160x120/362/ceYTGXjg3csv2.jpg,http://detail.zol.com.cn//381/380677/param.shtml
创普,TRUMPXP 120,,,,,,,0.038,,,40,,,50,,,,,,,,,,,http://2b.zol-img.com.cn/product/125_160x120/443/cebPHb95OCAg.jpg,http://detail.zol.com.cn//368/367543/param.shtml
创普,TRUMPXP 132,,,,,,,0.06,,20,30,,1,,ABS塑料,,,,,,,,,,http://2a.zol-img.com.cn/product/125_160x120/466/ceiqiTWwEupXk.jpg,http://detail.zol.com.cn//368/367545/param.shtml
创普,TRUMPXP 133,,,,110,282,194,1,,,30,,,,ABS塑料,,,,,,,,,,http://2f.zol-img.com.cn/product/125_160x120/507/celoIqdgJyn92.jpg,http://detail.zol.com.cn//368/367547/param.shtml
创普,TRUMPXP 135,,,,150,328,170,1.5,,,35,,20,150,ABS塑料,,,,,,,,,,http://2c.zol-img.com.cn/product/125_160x120/516/cepQTFa5UP0xI.jpg,http://detail.zol.com.cn//368/367549/param.shtml
创普,TRUMPXP 150,,,,,,,2.1,,,,,5,150,,,,HEPA,,,,,,,http://2d.zol-img.com.cn/product/125_160x120/565/ce7WYipRtI0zc.jpg,http://detail.zol.com.cn//368/367552/param.shtml
创普,TRUMPXP 86,,,,,,,0.035,,,40,,,,ABS塑料,,,,,,,,,1,http://2e.zol-img.com.cn/product/125_160x120/434/cej5VILkUc1fc.jpg,http://detail.zol.com.cn//368/367540/param.shtml
创普,TRUMPXP 86s,,,,,,,,,,20,,3,50,,,,,,,,,,,http://2c.zol-img.com.cn/product/125_160x120/438/ceHVGRM3o09Mk.jpg,http://detail.zol.com.cn//368/367542/param.shtml
创普,TRUMPXP-120,,,,100,50,30,0.04,白色,,,,3,,,上海,12.0,"HEPA滤网,活性炭滤网",无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010862/000000000108627009/fullimage/000000000108627009_1.jpg,http://product.suning.com/108627009.html
创普,TRUMPXP-120,,,,86,45,22,0.75,白色,,,,220,,,天长,24.0,无,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000012003/000000000120037247/fullimage/000000000120037247_1.jpg,http://product.suning.com/120037247.html
创普,TRUMPXP-132,,,,50,33,60,0.12,黑色,,,,1,,,天长,24.0,无,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000012079/000000000120794600/fullimage/000000000120794600_1.jpg,http://product.suning.com/120794600.html
创普,TRUMPXP-135,,,,328,170,150,1.4,黑色,,,,20,,,上海,12.0,"HEPA滤网,活性炭滤网",无,不支持,支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010865/000000000108656205/fullimage/000000000108656205_1.jpg,http://product.suning.com/108656205.html
创普,TRUMPXP-135,,,,328,170,150,1.5,黑色,,,,20,,,天长,24.0,无,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000012004/000000000120041287/fullimage/000000000120041287_1.jpg,http://product.suning.com/120041287.html
创普,TRUMPXP-150,,,,318,284,259,2.1,黑色,,,,3,,,上海,12.0,"HEPA滤网,活性炭滤网",有,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010862/000000000108627284/fullimage/000000000108627284_1.jpg,http://product.suning.com/108627284.html
创普,TRUMPXP-150,,,,340,260,180,3.5,白色,,,,2,,,天长,24.0,HEPA滤网,有,支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000012003/000000000120039547/fullimage/000000000120039547_1.jpg,http://product.suning.com/120039547.html
创普,TRUMPXP-66,,,,90,30,22,0.06,黑色,,,,3,,,天长,24.0,无,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000012004/000000000120040565/fullimage/000000000120040565_1.jpg,http://product.suning.com/120040565.html
创普,TRUMPXP-L,,,,90,30,25,0.7,白色,,,,4,,,天长,24.0,无,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000012003/000000000120039773/fullimage/000000000120039773_1.jpg,http://product.suning.com/120039773.html
力天,Air-KJF1901,,,,680,505,343,7.5,蓝色,,,,45,,,北京,12.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010718/000000000107188598/fullimage/000000000107188598_1.jpg,http://product.suning.com/107188598.html
力天,LT-6000,,,,,,,6.5,红色,,,,35,,,北京,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010710/000000000107104576/fullimage/000000000107104576_1.jpg,http://product.suning.com/107104576.html
力天,LT-7000,,,,180,380,450,6.5,白色,,,,50,,,,,,,true,,true,,4,http://2c.zol-img.com.cn/product/133_160x120/498/ceQYqgsfIdQZY.jpg,http://detail.zol.com.cn//381/380331/param.shtml
力天,LT-7000,,,,,,,6,银色,,,,35,,,北京,12.0,"HEPA滤网,活性炭滤网",无,不支持,不支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010704/000000000107040515/fullimage/000000000107040515_1.jpg,http://product.suning.com/107040515.html
力天,LT-8000,,,,,,,6.5,白色,,,,35,,,北京,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010710/000000000107107511/fullimage/000000000107107511_1.jpg,http://product.suning.com/107107511.html
力天,LT-8600,,,,628,306,207,7.5,香槟色,,25,,40,,全新ABS,,,,,true,,,,5,http://2b.zol-img.com.cn/product/133_160x120/419/ce0DC8luCt92g.jpg,http://detail.zol.com.cn//381/380320/param.shtml
力天,LT-KJF1801B,,,,380,450,180,6.5,金色,,,,50,,,北京,12.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010710/000000000107100114/fullimage/000000000107100114_1.jpg,http://product.suning.com/107100114.html
北欧欧慕,NJH060,,,,,,,0.9,,,,,11,,,,,,,,,,,,http://2d.zol-img.com.cn/product/134_160x120/165/ceub3VORWWTEY.jpg,http://detail.zol.com.cn//381/380708/param.shtml
华福特,KJF-400,,,,,,,6,,,,,30,400,,,,,,,,,,,http://2c.zol-img.com.cn/product/134_160x120/184/ceccH4S1eOJUw.jpg,http://detail.zol.com.cn//381/380722/param.shtml
博瑞客,P320,,,,308,188,366,4.5,白色,,,,51,86,,台湾,8.0,"HEPA滤网,活性炭滤网",有,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010965/000000000109657003/fullimage/000000000109657003_1.jpg,http://product.suning.com/109657003.html
厨莱克斯,CL-AP2,,,,29,17,56,5.2,金色,,,,50,300,,浙江金华,36.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010791/000000000107917542/fullimage/000000000107917542_1.jpg,http://product.suning.com/107917542.html
友田,JH01,,,,376,376,180,,香槟金,,26,,37,150,,,,,,true,,,,三,http://2a.zol-img.com.cn/product/134_160x120/8/ceG7ULc9XrGs.jpg,http://detail.zol.com.cn//381/380541/param.shtml
双飞燕滤巨人,永洗王 AP-1000,,,,252,715,400,12.5,,,,,,,,,,,,,,,,四,http://2f.zol-img.com.cn/product/129_160x120/439/ce3izAM34FS.jpg,http://detail.zol.com.cn//373/372201/param.shtml
双鸟,AC-3851,,,,563,251,472,8.1,白色,,,,88,,,中国深圳,12.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010725/000000000107257313/fullimage/000000000107257313_1.jpg,http://product.suning.com/107257313.html
双鸟,AC-3851,,,,563,251,472,8.1,白色,,,,88,,,深圳,,HEPA滤网,无,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010402/000000000104026486/fullimage/000000000104026486_1.jpg,http://product.suning.com/104026486.html
双鸟,AC-3854Z,,,,,,,8.4,白色,,25.0,,24.0,,ABS,中国,,,无,,true,,true,,http://img12.360buyimg.com/n1/g13/M0A/01/09/rBEhUlNobkoIAAAAAAG-wXFm3LoAAM9rgFMAuMAAb7Z471.jpg,http://item.jd.com/1065327.html
双鸟,AC-3854Z,,,,315,320,760,8.4,白色,,,,77,50,,广东深圳,16.0,"HEPA滤网,活性炭滤网",有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010722/000000000107221076/fullimage/000000000107221076_1.jpg,http://product.suning.com/107221076.html
双鸟,AC-4234,,,,,,,1.9,白色,,,,23.0,,ABS,中国,,,无,true,,,,,http://img14.360buyimg.com/n1/g12/M00/0F/12/rBEQYVNowl4IAAAAAAHpyxxaBxoAAFkzgFqGjgAAenj341.jpg,http://item.jd.com/670814.html
双鸟,AC-4234W,,,,166,213,155,1.9,,,,,23,,ABS，PP,,12.0,,,true,,true,,,http://2c.zol-img.com.cn/product/133_160x120/968/cemAlXdkr47WI.jpg,http://detail.zol.com.cn//381/380369/param.shtml
双鸟,AC-4234W,,,,330,110,265,1.9,白色,,,,23,,,中国深圳,1.0,"HEPA滤网,活性炭滤网",无,支持,不支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010728/000000000107287959/fullimage/000000000107287959_1.jpg,http://product.suning.com/107287959.html
双鸟,AC-4234W,,,,330,110,265,1.9,白色,,,,23,,,深圳,,活性炭滤网,无,支持,不支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010402/000000000104023613/fullimage/000000000104023613_1.jpg,http://product.suning.com/104023613.html
双鸟,AC-4235W,,,,,,,2.0,白色,,25.0,,,,,深圳,,,,,,,,,http://img10.360buyimg.com/n1/g17/M00/00/1F/rBEbSFNrAIsIAAAAAAHS3NGh6qoAAAMQwIl-acAAdL0268.jpg,http://item.jd.com/1002070.html
双鸟,AC-4235W,,,,350,130,285,1.9,白色,,,,28,,,中国深圳,1.0,"HEPA滤网,活性炭滤网",无,不支持,不支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010728/000000000107287124/fullimage/000000000107287124_1.jpg,http://product.suning.com/107287124.html
